INFO  | 2021-09-20T22:48:23,457 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:48:24,920 | c.a.c.Application logStarted 61 | Started Application in 1.531 seconds (JVM running for 2078.021)
DEBUG | 2021-09-20T22:48:28,261 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:48:28,265 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:48:28,277 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [{}, {}, {}]
DEBUG | 2021-09-20T22:48:28,280 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[{}, {}, {}]}
WARN  | 2021-09-20T22:50:54,061 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:51:02,324 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:51:02,326 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:51:02,326 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:51:03,688 | c.a.c.Application logStarted 61 | Started Application in 1.42 seconds (JVM running for 2236.79)
DEBUG | 2021-09-20T22:51:06,121 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:51:06,124 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:51:06,138 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:51:06,139 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
DEBUG | 2021-09-20T22:51:55,562 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ExampleEntityController.readEntities(..) with arguments [, Page request [number: 0, size 20, sort: UNSORTED]]
DEBUG | 2021-09-20T22:51:55,565 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ExampleEntityService.getAllEntities() with arguments []
DEBUG | 2021-09-20T22:51:55,577 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ExampleEntityService.getAllEntities() and returning [PersistentExampleEntity{id=1, name=entity_01}, PersistentExampleEntity{id=2, name=entity_02}, PersistentExampleEntity{id=3, name=entity_03}, PersistentExampleEntity{id=4, name=entity_04}, PersistentExampleEntity{id=5, name=entity_05}, PersistentExampleEntity{id=6, name=entity_06}, PersistentExampleEntity{id=7, name=entity_07}, PersistentExampleEntity{id=8, name=entity_08}, PersistentExampleEntity{id=9, name=entity_09}, PersistentExampleEntity{id=10, name=entity_10}, PersistentExampleEntity{id=11, name=entity_11}, PersistentExampleEntity{id=12, name=entity_12}, PersistentExampleEntity{id=13, name=entity_13}, PersistentExampleEntity{id=14, name=entity_14}, PersistentExampleEntity{id=15, name=entity_15}, PersistentExampleEntity{id=16, name=entity_16}, PersistentExampleEntity{id=17, name=entity_17}, PersistentExampleEntity{id=18, name=entity_18}, PersistentExampleEntity{id=19, name=entity_19}, PersistentExampleEntity{id=20, name=entity_20}, PersistentExampleEntity{id=21, name=entity_21}, PersistentExampleEntity{id=22, name=entity_22}, PersistentExampleEntity{id=23, name=entity_23}, PersistentExampleEntity{id=24, name=entity_24}, PersistentExampleEntity{id=25, name=entity_25}, PersistentExampleEntity{id=26, name=entity_26}, PersistentExampleEntity{id=27, name=entity_27}, PersistentExampleEntity{id=28, name=entity_28}, PersistentExampleEntity{id=29, name=entity_29}, PersistentExampleEntity{id=30, name=entity_30}]
DEBUG | 2021-09-20T22:51:55,578 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ExampleEntityController.readEntities(..) and returning DefaultResponse{status=SUCCESS, content=[PersistentExampleEntity{id=1, name=entity_01}, PersistentExampleEntity{id=2, name=entity_02}, PersistentExampleEntity{id=3, name=entity_03}, PersistentExampleEntity{id=4, name=entity_04}, PersistentExampleEntity{id=5, name=entity_05}, PersistentExampleEntity{id=6, name=entity_06}, PersistentExampleEntity{id=7, name=entity_07}, PersistentExampleEntity{id=8, name=entity_08}, PersistentExampleEntity{id=9, name=entity_09}, PersistentExampleEntity{id=10, name=entity_10}, PersistentExampleEntity{id=11, name=entity_11}, PersistentExampleEntity{id=12, name=entity_12}, PersistentExampleEntity{id=13, name=entity_13}, PersistentExampleEntity{id=14, name=entity_14}, PersistentExampleEntity{id=15, name=entity_15}, PersistentExampleEntity{id=16, name=entity_16}, PersistentExampleEntity{id=17, name=entity_17}, PersistentExampleEntity{id=18, name=entity_18}, PersistentExampleEntity{id=19, name=entity_19}, PersistentExampleEntity{id=20, name=entity_20}, PersistentExampleEntity{id=21, name=entity_21}, PersistentExampleEntity{id=22, name=entity_22}, PersistentExampleEntity{id=23, name=entity_23}, PersistentExampleEntity{id=24, name=entity_24}, PersistentExampleEntity{id=25, name=entity_25}, PersistentExampleEntity{id=26, name=entity_26}, PersistentExampleEntity{id=27, name=entity_27}, PersistentExampleEntity{id=28, name=entity_28}, PersistentExampleEntity{id=29, name=entity_29}, PersistentExampleEntity{id=30, name=entity_30}]}
WARN  | 2021-09-20T22:53:46,114 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:53:46,248 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:53:46,248 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:53:46,249 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:53:47,651 | c.a.c.Application logStarted 61 | Started Application in 1.479 seconds (JVM running for 2400.753)
DEBUG | 2021-09-20T22:53:53,857 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:53:53,861 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:53:53,872 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:53:53,873 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
WARN  | 2021-09-20T22:54:14,991 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T22:54:15,117 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T22:54:15,118 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T22:54:15,123 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T22:54:16,498 | c.a.c.Application logStarted 61 | Started Application in 1.452 seconds (JVM running for 2429.6)
DEBUG | 2021-09-20T22:54:19,221 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:54:19,226 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:54:19,242 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:54:19,246 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
DEBUG | 2021-09-20T22:54:21,038 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:54:21,039 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:54:21,051 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:54:21,052 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
DEBUG | 2021-09-20T22:54:51,549 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.getAllProducts() with arguments []
DEBUG | 2021-09-20T22:54:51,549 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.getAllProduct() with arguments []
DEBUG | 2021-09-20T22:54:51,569 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.getAllProduct() and returning [PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]
DEBUG | 2021-09-20T22:54:51,570 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.getAllProducts() and returning DefaultResponse{status=SUCCESS, content=[PersistentProduct{id=1, name=product1, currency=euro, value=100.0}, PersistentProduct{id=2, name=product2, currency=usd, value=100.0}, PersistentProduct{id=3, name=product3, currency=euro, value=50.0}]}
DEBUG | 2021-09-20T22:55:01,384 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.calculatePrice(..) with arguments [{"id":1,"name":"product1","currency":"euro","value":10.0}]
DEBUG | 2021-09-20T22:55:01,386 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.calculatePrice(..) with arguments [{"id":1,"name":"product1","currency":"euro","value":10.0}]
DEBUG | 2021-09-20T22:55:01,389 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.calculatePrice(..) and returning null
DEBUG | 2021-09-20T22:55:01,396 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.calculatePrice(..) and returning DefaultResponse{status=SUCCESS, content={"id":1,"name":"product1","currency":"euro","value":85.43097119785168}}
DEBUG | 2021-09-20T22:55:06,509 | c.a.c.l.a.ControllerLoggingAspect beforeCall 55 | Calling ProductController.exchangeRateValue(..) with arguments [{"id":1,"name":"product1","currency":"euro","value":10.0}]
DEBUG | 2021-09-20T22:55:06,510 | c.a.c.l.a.ServiceLoggingAspect beforeCall 55 | Calling ProductService.exchangeRateValue(..) with arguments [{"id":1,"name":"product1","currency":"euro","value":10.0}]
DEBUG | 2021-09-20T22:55:06,513 | c.a.c.l.a.ServiceLoggingAspect afterCall 42 | Called ProductService.exchangeRateValue(..) and returning null
DEBUG | 2021-09-20T22:55:06,520 | c.a.c.l.a.ControllerLoggingAspect afterCall 42 | Called ProductController.exchangeRateValue(..) and returning DefaultResponse{status=SUCCESS, content={"id":1,"name":"product1","currency":"euro","value":500.0}}
WARN  | 2021-09-20T23:02:43,624 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T23:02:43,751 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T23:02:43,757 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T23:02:43,758 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T23:02:45,177 | c.a.c.Application logStarted 61 | Started Application in 1.493 seconds (JVM running for 2938.278)
WARN  | 2021-09-20T23:04:47,596 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T23:04:47,719 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T23:04:47,719 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T23:04:47,720 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T23:04:49,206 | c.a.c.Application logStarted 61 | Started Application in 1.556 seconds (JVM running for 3062.308)
WARN  | 2021-09-20T23:05:29,029 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T23:05:29,153 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
DEBUG | 2021-09-20T23:05:29,154 | c.a.c.Application logStarting 56 | Running with Spring Boot v2.3.3.RELEASE, Spring v5.2.8.RELEASE
INFO  | 2021-09-20T23:05:29,154 | c.a.c.Application logStartupProfileInfo 651 | No active profile set, falling back to default profiles: default
INFO  | 2021-09-20T23:05:30,601 | c.a.c.Application logStarted 61 | Started Application in 1.515 seconds (JVM running for 3103.703)
WARN  | 2021-09-20T23:08:24,057 | o.s.b.f.s.DisposableBeanAdapter destroy 267 | Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
INFO  | 2021-09-20T23:08:24,188 | c.a.c.Application logStarting 55 | Starting Application on LAPTOP-N1VJDV55 with PID 23916 (D:\Personal\EclipseWorkspace\casestudy\target\classes started by Pareek in D:\Personal\EclipseWorkspace\casestudy)
